Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770302760,160,GET,GET /download/{zip},42.600000,0.000000,3,4,4,5,6,7,8,9,16,16,16,910,0,3,3.5053392307682962,1.3500000000021828,23.335100000167586,224.0
1770302760,160,POST,POST /upload,42.600000,0.000000,46,46,47,47,49,50,51,53,71,71,71,910,0,46,46.045684395609825,42.319099999986065,70.58779999988474,98.0
1770302760,160,,Aggregated,127.900000,0.100000,4,12,44,45,47,48,50,50,68,71,71,2734,1,4,17.802151865400457,1.090100000055827,70.58779999988474,185.6528895391368
1770302761,165,GET,GET /,44.400000,0.100000,2,3,3,3,7,10,12,12,16,16,16,973,1,3,3.8695971223038246,1.090100000055827,23.39399999982561,234.75847893114081
1770302761,165,GET,GET /download/{zip},44.200000,0.000000,3,3,4,4,6,7,8,9,16,16,16,968,0,3,3.4678117768613665,1.3500000000021828,23.335100000167586,224.0
1770302761,165,POST,POST /upload,44.200000,0.000000,46,46,47,47,49,50,51,52,54,54,54,968,0,46,46.04691890496362,42.319099999986065,70.58779999988474,98.0
1770302761,165,,Aggregated,132.800000,0.100000,4,12,44,45,46,48,50,50,53,54,54,2909,1,4,17.77084128566799,1.090100000055827,70.58779999988474,185.67067720866277
1770302762,170,GET,GET /,45.900000,0.100000,2,3,3,4,6,10,12,12,13,13,13,1036,1,3,3.8464645752897524,1.0741999999481777,23.39399999982561,234.77316602316603
1770302762,170,GET,GET /download/{zip},45.700000,0.000000,3,4,4,5,6,7,8,9,12,12,12,1033,0,3,3.51026921587764,1.3500000000021828,23.335100000167586,224.0
1770302762,170,POST,POST /upload,45.800000,0.000000,46,46,47,47,49,50,52,53,54,54,54,1033,0,46,46.0855667957455,42.319099999986065,70.58779999988474,98.0
1770302762,170,,Aggregated,137.400000,0.100000,4,12,44,45,47,48,50,51,54,54,54,3102,1,4,17.80059184397383,1.0741999999481777,70.58779999988474,185.6386202450032
1770302763,175,GET,GET /,47.900000,0.100000,2,3,3,4,7,10,12,12,13,13,13,1081,1,3,3.8307601295096525,1.0741999999481777,23.39399999982561,234.7826086956522
1770302763,175,GET,GET /download/{zip},47.400000,0.000000,3,4,4,5,6,7,8,10,12,12,12,1078,0,3,3.4943214285719204,1.3500000000021828,23.335100000167586,224.0
1770302763,175,POST,POST /upload,47.400000,0.000000,46,46,47,47,49,50,52,53,54,54,54,1078,0,46,46.05464489796464,42.16850000011618,70.58779999988474,98.0
1770302763,175,,Aggregated,142.700000,0.100000,4,12,44,45,47,48,50,51,54,54,54,3237,1,4,17.78030194624847,1.0741999999481777,70.58779999988474,185.63978992894656
1770302764,180,GET,GET /,49.000000,0.100000,2,3,3,4,7,10,12,13,17,17,17,1151,1,3,3.8355841007811553,1.0741999999481777,23.39399999982561,234.7958297132928
1770302764,180,GET,GET /download/{zip},48.500000,0.000000,3,4,4,5,6,7,12,12,16,16,16,1146,0,3,3.5583582024446674,1.3500000000021828,23.335100000167586,224.0
1770302764,180,POST,POST /upload,48.500000,0.000000,46,47,47,48,49,50,52,53,54,54,54,1146,0,46,46.10718874346155,42.16850000011618,70.58779999988474,98.0
1770302764,180,,Aggregated,146.000000,0.100000,4,13,45,45,47,48,50,51,54,54,54,3443,1,4,17.81338196340621,1.0741999999481777,70.58779999988474,185.6700551844322
1770302765,185,GET,GET /,50.600000,0.100000,3,3,3,4,6,10,13,16,17,17,17,1216,1,3,3.830488898024579,1.0741999999481777,23.39399999982561,234.80674342105263
1770302765,185,GET,GET /download/{zip},50.600000,0.000000,3,4,4,5,6,7,12,12,16,16,16,1212,0,3,3.5645184818481734,1.3500000000021828,23.335100000167586,224.0
1770302765,185,POST,POST /upload,50.600000,0.000000,46,47,47,48,49,50,52,53,54,54,54,1212,0,46,46.123030610566474,42.16850000011618,70.58779999988474,98.0
1770302765,185,,Aggregated,151.800000,0.100000,4,15,45,45,47,49,50,52,53,54,54,3640,1,4,17.823951648352853,1.0741999999481777,70.58779999988474,185.65631868131868
1770302766,190,GET,GET /,50.900000,0.100000,3,3,3,4,6,11,15,16,22,22,22,1284,1,3,3.8439823208718904,1.0495999999875494,23.39399999982561,234.8169781931464
